,0,1,2,3,4
0,2020-07-18 14:08:44,1284490289625927685,@Die_GoedO_Man @catturd2 Hey Lubejob. Who cares?,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Die_GoedO_Man', 'name': 'oNkeLubeR', 'id': 1256278568356712454, 'id_str': '1256278568356712454', 'indices': [0, 14]}, {'screen_name': 'catturd2', 'name': 'Catturd ™', 'id': 1043185714437992449, 'id_str': '1043185714437992449', 'indices': [15, 24]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2020-07-17 23:06:52,1284263329129656320,@NoContextMach5 [Lubejob joke goes here],"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NoContextMach5', 'name': 'No Context Speed Racer', 'id': 1181297612718129152, 'id_str': '1181297612718129152', 'indices': [0, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}"
2,2020-07-15 02:57:29,1283234201030950913,"@BeAccountable4u @no_silenced ""Miss Lubejob""","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BeAccountable4u', 'name': 'fair&accountable 💪', 'id': 803560250, 'id_str': '803560250', 'indices': [0, 16]}, {'screen_name': 'no_silenced', 'name': '🌟🌟Rooster🌟🌟', 'id': 1092086942198452224, 'id_str': '1092086942198452224', 'indices': [17, 29]}], 'urls': []}","{'iso_language_code': 'et', 'result_type': 'recent'}"
